STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ur,Urban audit indicator,cities,Geopolitical entity (declaring),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE013C,Mouscron,2021,,4.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE013C,Mouscron,2022,,4.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE014C,La Louvière (greater city),2021,,6.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE014C,La Louvière (greater city),2022,,6.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE015C,Verviers (greater city),2021,,10.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BE015C,Verviers (greater city),2022,,10.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2016,,89.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2017,,85.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2018,,82.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2019,,81.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2020,,79.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2021,,79.7,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG001C,Sofia,2022,,79.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2016,,115.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2017,,108.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2018,,101.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2019,,100.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2020,,101.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2021,,105.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG002C,Plovdiv,2022,,105.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2016,,91.8,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2017,,82.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2018,,76.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2019,,73.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2020,,72.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2021,,73.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG003C,Varna,2022,,73.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2016,,40.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2017,,35.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2018,,32.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2019,,29.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2020,,30.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2021,,31.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG004C,Burgas,2022,,35.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2016,,22.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2017,,24.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2018,,28.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2019,,31.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2020,,36.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2021,,37.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG005C,Pleven,2022,,38.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2016,,59.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2017,,54.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2018,,49.1,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2019,,45.6,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2020,,44.7,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2021,,46.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG006C,Ruse,2022,,44.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2016,,0.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2017,,0.0,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2018,,4.8,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2019,,7.8,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2020,,10.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2021,,11.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG007C,Vidin,2022,,11.7,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2016,,39.8,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2017,,38.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2018,,38.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2019,,37.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2020,,37.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2021,,42.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG008C,Stara Zagora,2022,,44.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2016,,10.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2017,,11.2,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2018,,11.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2019,,11.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2020,,14.5,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2021,,18.9,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG009C,Sliven,2022,,18.8,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG010C,Dobrich,2016,,8.3,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG010C,Dobrich,2017,,7.4,,,,,
dataflow,ESTAT:URB_CEDUC(1.0),Education - cities and greater cities,A,Annual,TE1026I,Share of students in higher education in the total population (per 1000 persons),BG010C,Dobrich,2018,,7.3,,,,,
